timestamp,lat,long,pos_fix,CO2,TOC
034106.000,52.41603,-4.07905,1,450,125
034107.000,52.41603,-4.07905,1,450,125
034108.000,52.41604,-4.07905,1,450,125
034109.000,52.41604,-4.07905,1,450,125
034110.000,52.41604,-4.07905,1,450,125
034111.000,52.41604,-4.07905,1,450,125
034112.000,52.41604,-4.07905,1,450,125
034113.000,52.41604,-4.07905,1,450,125
034114.000,52.41604,-4.07905,1,450,125
034115.000,52.41604,-4.07905,1,450,125
034116.000,52.41604,-4.07905,1,450,125
